id,num_orders
1006832,395.1
1461216,475.9
1333438,241.7
1014151,670.0
1196661,479.2
1072688,125.8
1161832,38.0
1146287,67.8
1329636,136.8
1113345,207.5
1079296,389.8
1245711,252.7
1312378,136.1
1280461,253.9
1132214,203.6
1013410,348.4
1315890,421.5
1453825,486.8
1137590,24.8
1046820,31.6
1100813,40.2
1213133,49.4
1119887,34.4
1339495,86.7
1172173,21.4
1250692,33.2
1000962,389.2
1122867,160.9
1367068,184.9
1181254,15.3
1411654,28.0
1154407,156.6
1477833,29.8
1422724,16.9
1112704,196.7
1346146,107.5
1108405,256.4
1194904,45.5
1448084,87.2
1266676,54.1
1099057,33.7
1188584,485.0
1230753,203.5
1237054,379.2
1161084,486.6
1401228,285.0
1493372,86.8
1395665,28.4
1002279,54.0
1424621,46.6
1256602,216.0
1390004,704.8
1146927,155.8
1057232,57.1
1319822,66.6
1353668,58.3
1157084,724.0
1115935,263.9
1033089,878.5
1090029,157.7
1464617,102.4
1209279,83.9
1039223,100.6
1152313,220.9
1198253,149.4
1356983,120.0
1375236,64.7
1276289,65.6
1188533,563.6
1163547,413.0
1089771,360.6
1449997,17.6
1261700,32.1
1098789,31.2
1119881,68.7
1174890,123.5
1194658,170.0
1354710,27.6
1276097,34.8
1451749,33.2
1260659,189.4
1342195,67.2
1177959,106.8
1346194,91.8
1081095,70.7
1228200,59.9
1400215,346.0
1101987,386.0
1280892,137.6
1207745,519.0
1158313,622.0
1326014,198.2
1040372,42.6
1405754,129.2
1251759,30.6
1094372,162.7
1113898,392.2
1351735,459.0
1305756,129.1
1144073,184.7
1219445,233.2
1399854,1133.2
1077708,186.1
1136982,616.4
1168044,115.2
1301176,179.2
1045879,115.8
1375132,188.6
1224442,265.6
1195553,101.4
1486052,59.6
1406304,52.8
1003371,411.0
1447908,464.8
1022766,303.0
1359162,23.5
1149541,39.3
1389512,23.5
1294598,154.7
1187407,85.1
1151085,221.6
1262007,143.3
1273205,77.8
1098767,64.5
1328665,355.2
1207902,124.2
1110134,183.7
1135750,68.9
1404904,73.0
1252213,30.3
1471895,521.0
1370308,417.6
1488744,377.6
1312130,239.7
1432207,184.9
1067574,85.1
1497576,53.6
1173597,53.7
1463356,86.1
1476005,721.3
1226297,512.5
1312818,307.9
1170077,105.2
1132041,207.1
1144962,127.0
1180712,430.9
1420842,171.0
1048319,249.8
1062167,30.2
1281864,59.1
1310639,19.4
1316568,107.9
1470598,149.6
1126729,31.8
1187117,14.7
1231315,16.5
1193778,79.3
1497770,182.2
1296043,115.1
1109033,92.8
1253619,98.7
1015055,46.4
1323954,106.7
1236535,55.7
1291602,21.4
1034239,20.5
1487244,206.2
1432981,238.0
1413500,71.4
1240615,1352.9
1125250,1166.2
1049986,805.4
1432590,49.8
1064865,75.4
1462054,90.9
1175329,486.0
1231504,278.6
1310137,853.7
1176123,118.2
1267634,34.4
1397808,160.9
1489068,743.8
1399261,377.6
1057026,553.3
1157087,122.1
1221970,96.8
1055041,134.3
1378097,257.9
1154169,162.2
1062376,77.7
1181839,59.2
1276632,175.3
1388270,470.9
1171130,436.1
1242759,212.1
1035528,18.2
1232845,63.1
1133643,73.4
1020633,114.1
1137724,201.9
1418017,358.6
1129706,99.9
1414426,86.9
1443244,64.2
1336913,108.6
1216868,153.4
1074099,305.1
1005733,88.2
1187232,50.3
1315006,259.7
1429640,506.0
1193124,474.4
1321067,61.7
1020914,95.7
1464172,118.9
1012356,498.8
1048213,357.4
1414658,258.5
1067356,1007.8
1402145,888.6
1205618,650.4
1102348,41.5
1439251,39.4
1141169,45.1
1429174,660.3
1360530,645.3
1078717,1141.2
1034750,147.1
1292295,216.0
1464006,196.6
1207416,501.4
1081039,323.7
1038600,1062.8
1434474,86.0
1420970,90.6
1493390,96.9
1062042,74.0
1407930,46.7
1309366,41.9
1494106,72.0
1253128,26.3
1230871,454.8
1103899,418.5
1178356,151.4
1270686,48.5
1461376,18.8
1055872,36.2
1027667,93.6
1150000,54.6
1035466,81.0
1015226,62.5
1004410,96.0
1225216,126.9
1261758,129.3
1009224,365.6
1164468,68.6
1234697,106.2
1072809,323.0
1405077,87.2
1133718,25.8
1090779,44.4
1220305,33.3
1455516,334.4
1077080,262.5
1381871,261.5
1497941,811.1
1405281,936.3
1184133,316.9
1297493,59.2
1351826,194.0
1351915,46.5
1303502,149.0
1103552,308.9
1074755,408.8
1054413,171.0
1100592,96.1
1265971,152.5
1062386,814.6
1005415,290.4
1454684,444.3
1098324,89.6
1463531,130.7
1128843,68.2
1200592,119.0
1337305,441.6
1130901,338.2
1101312,70.3
1423243,21.5
1358603,75.7
1040493,494.0
1023439,731.7
1402530,325.9
1148734,52.9
1115378,23.2
1138163,109.0
1089398,193.9
1111393,217.6
1441237,71.8
1073593,63.8
1353069,81.2
1237302,105.8
1068099,80.5
1296768,108.5
1407946,41.1
1341469,55.2
1099372,53.7
1310892,373.6
1190768,345.5
1070732,190.8
1249505,328.6
1235991,383.4
1260972,122.4
1207552,16.1
1043700,74.8
1311764,50.4
1387118,246.5
1193391,270.6
1091807,202.1
1240478,337.1
1494088,229.5
1347537,193.8
1102292,471.8
1088345,120.8
1446214,190.1
1033631,65.8
1291932,49.8
1048558,25.3
1374367,28.7
1379701,152.9
1324376,250.5
1000116,200.6
1213448,16.4
1246867,144.3
1414636,230.1
1390449,91.2
1440242,55.2
1382211,43.6
1248175,60.6
1395486,39.4
1222155,24.6
1031664,334.6
1022670,207.8
1280365,174.1
1034558,73.3
1147078,74.7
1459822,57.8
1099677,115.1
1348084,57.0
1220274,66.8
1209309,109.8
1184750,103.5
1190011,81.4
1319480,146.6
1305176,97.1
1251039,15.2
1312629,25.3
1031682,233.8
1034125,78.3
1046291,47.2
1444323,190.8
1317716,128.8
1057421,309.9
1428458,180.1
1348068,163.8
1380958,260.8
1001797,752.0
1207458,425.2
1252167,400.6
1402459,49.7
1336623,95.3
1092234,50.4
1276698,299.7
1014174,373.7
1389987,556.8
1176492,73.5
1248265,62.8
1045510,95.9
1045443,599.2
1099568,222.0
1295338,329.9
1207102,64.2
1391315,41.0
1251276,69.3
1003702,64.7
1371347,166.1
1495432,37.7
1427121,89.4
1314783,17.3
1358927,49.6
1465453,284.7
1183611,201.5
1272052,162.8
1363954,33.0
1409502,47.3
1030133,195.9
1363671,293.7
1035001,325.8
1410185,53.4
1432211,28.8
1065392,29.9
1373418,45.8
1365940,101.9
1242870,169.1
1231479,82.3
1404091,44.6
1181234,294.3
1085163,235.7
1436870,185.4
1254416,45.6
1471032,40.6
1334116,74.5
1347256,267.5
1311604,202.4
1063501,214.3
1025721,762.2
1276142,163.0
1060806,196.6
1071661,15.2
1498066,68.9
1407735,45.9
1051651,454.3
1363995,932.6
1454364,310.7
1467138,45.1
1074197,48.8
1230896,121.6
1115906,554.7
1186445,433.4
1478644,392.5
1096482,154.5
1429191,189.8
1257617,75.5
1440883,104.9
1021872,263.2
1154559,247.9
1095162,49.6
1300311,37.3
1389878,64.5
1412672,512.8
1155036,415.1
1112459,236.3
1133681,18.5
1218617,39.8
1190145,27.3
1262383,118.2
1331957,148.6
1481626,196.7
1134995,342.9
1285263,57.2
1106138,57.3
1175167,181.3
1205164,141.4
1483833,225.0
1496897,31.2
1074105,19.9
1465377,32.6
1106879,185.6
1150467,387.5
1116996,149.6
1185434,1838.8
1266519,1373.0
1353114,734.2
1129265,54.0
1252749,124.0
1162104,121.1
1193418,548.9
1284837,760.0
1363184,847.4
1191468,104.3
1078789,80.7
1136805,104.7
1405386,1542.6
1114322,479.0
1350211,1132.2
1278837,131.8
1172455,100.9
1478221,73.8
1098408,194.6
1091951,193.6
1099622,289.6
1139472,202.8
1061430,41.8
1258982,121.8
1405793,786.3
1494572,557.1
1023532,211.5
1088540,54.1
1350522,17.9
1062543,253.6
1123146,608.6
1335657,534.4
1336480,92.2
1334472,142.6
1223905,55.4
1106947,78.2
1268382,163.1
1410375,309.7
1480252,50.6
1270897,49.4
1171323,188.7
1347721,461.5
1195122,208.8
1160060,62.0
1103877,64.9
1227192,116.4
1225674,333.9
1435797,473.9
1364079,324.7
1306281,52.8
1299709,142.7
1299648,100.5
1191925,37.2
1303294,30.1
1276615,86.0
1347235,240.6
1433729,243.6
1442624,116.0
1136999,150.4
1419217,150.0
1314342,575.3
1429773,141.8
1267876,184.3
1387167,18.9
1173342,46.2
1186948,67.9
1233252,97.1
1066977,586.4
1152418,379.7
1124445,24.0
1026138,140.8
1332514,77.3
1468716,124.5
1287492,13.0
1206863,17.2
1398867,75.6
1055136,14.0
1118702,25.2
1359875,325.3
1107202,420.4
1296158,306.4
1470774,671.8
1117544,858.9
1151189,340.8
1186842,44.2
1398197,87.3
1083741,105.8
1037042,497.6
1088465,527.0
1451012,745.8
1227620,105.0
1102512,102.5
1234887,145.1
1128433,339.0
1444037,380.8
1015740,477.9
1346922,36.1
1102942,22.6
1174075,76.0
1108936,181.9
1412117,68.4
1014965,173.1
1418316,35.0
1472488,36.2
1019856,462.1
1175542,249.1
1013232,223.0
1321001,632.8
1100828,538.8
1068732,588.4
1386147,33.7
1410568,35.8
1471314,111.9
1143781,135.5
1010375,388.0
1144387,63.4
1229377,55.9
1095558,26.0
1478260,196.8
1438799,71.9
1359239,113.6
1097687,112.5
1065465,68.1
1028748,51.8
1487448,757.7
1331356,853.5
1480686,443.4
1236999,1377.7
1199822,747.0
1254681,314.2
1047669,47.8
1084506,55.5
1407062,72.8
1004423,481.0
1207875,565.7
1328513,1030.9
1170969,101.4
1281563,23.4
1432075,152.6
1253965,698.9
1444649,291.2
1152272,695.8
1393567,99.3
1154663,187.3
1144903,219.4
1329590,426.4
1441678,221.4
1001524,183.8
1440235,35.4
1437743,45.5
1468736,681.8
1325002,352.7
1255670,181.6
1054864,26.6
1057573,26.7
1006532,253.5
1276400,226.3
1086209,199.4
1325888,124.9
1269656,72.6
1219510,24.6
1402597,61.6
1254290,130.5
1207536,193.4
1358623,74.6
1106454,38.6
1096522,91.2
1497989,241.6
1034611,343.6
1145961,285.0
1241244,51.5
1335255,104.0
1167949,92.7
1215373,441.7
1245385,254.8
1299559,139.5
1402501,110.6
1356370,118.8
1244578,55.6
1402872,77.4
1373011,143.1
1099626,110.7
1240618,50.7
1313356,151.1
1063775,198.4
1351476,256.4
1423116,123.6
1026366,207.8
1006892,14.0
1366540,43.5
1308211,24.8
1060946,59.0
1111869,22.6
1321821,25.0
1442998,124.2
1187281,557.4
1149992,275.8
1269393,128.8
1271415,62.8
1115599,198.7
1049715,27.4
1386843,18.6
1449443,354.8
1247790,201.8
1377409,224.2
1402068,466.4
1131692,362.5
1103707,273.0
1011869,48.8
1134421,142.0
1187227,270.5
1404182,159.5
1430582,609.0
1077995,352.0
1484671,196.3
1420778,101.2
1310109,114.2
1219340,1247.9
1483037,484.5
1278014,699.2
1020009,134.0
1357861,132.8
1246537,143.6
1138911,537.8
1072349,338.5
1044205,188.3
1003775,118.6
1105139,143.1
1233795,457.1
1488993,426.3
1128989,357.1
1461060,16.4
1093258,54.5
1458579,112.5
1267831,273.5
1076102,286.7
1492794,45.5
1258414,35.2
1233270,37.3
1218069,278.1
1209101,263.0
1005839,272.8
1205721,111.4
1286663,122.4
1396005,171.9
1005991,651.0
1411749,448.6
1256153,234.3
1334064,239.7
1053700,386.0
1079711,101.6
1449942,29.5
1080233,23.0
1320661,30.0
1137255,500.0
1264796,424.9
1048031,286.4
1363159,281.2
1311397,242.6
1408686,301.4
1335629,302.1
1384967,324.0
1425196,241.6
1185945,51.9
1233671,55.4
1168634,73.3
1475193,73.2
1008215,40.4
1490942,41.6
1086613,172.8
1429213,249.7
1247277,130.0
1315521,14.0
1251613,14.9
1341539,14.4
1314843,47.7
1060246,118.5
1196722,106.5
1062489,47.6
1391156,48.4
1420868,68.0
1266795,44.0
1452943,89.7
1372739,21.8
1384170,14.4
1270445,223.9
1440443,267.8
1158748,139.9
1373369,1234.8
1171380,1054.1
1334250,446.2
1260574,37.9
1004325,130.3
1402074,49.9
1305204,567.4
1225037,404.6
1174606,836.3
1118582,97.0
1302852,106.1
1236914,241.8
1047047,829.8
1219768,302.7
1449676,569.2
1459390,95.9
1403792,126.0
1181820,109.9
1158592,39.1
1106569,93.3
1460628,70.4
1456648,120.2
1074653,469.5
1172350,584.7
1064482,366.9
1035769,14.9
1092414,33.0
1187218,18.7
1309910,180.1
1064688,82.5
1208945,148.1
1223704,160.1
1342926,251.3
1016090,151.9
1084541,209.8
1006036,116.6
1271294,162.6
1293143,74.8
1380357,220.8
1394412,155.8
1045597,277.7
1242518,98.2
1425711,94.9
1236266,77.8
1391787,368.8
1018619,530.6
1439086,233.7
1487991,1543.1
1460540,281.6
1421075,55.9
1337962,48.1
1205702,55.7
1216068,77.0
1416093,62.0
1106438,618.8
1187958,185.8
1461237,156.5
1493677,218.7
1346875,185.8
1047024,504.8
1179951,179.7
1272720,284.0
1009102,113.0
1102030,83.1
1357349,72.1
1254542,209.1
1239839,81.4
1142498,68.9
1479142,68.5
1127057,58.2
1143077,258.6
1315764,414.5
1076879,211.8
1117812,13.9
1171684,45.0
1187665,62.9
1150288,102.5
1092093,563.6
1447408,82.4
1331327,74.2
1478225,28.5
1247480,19.6
1105195,63.5
1439531,20.2
1079007,69.3
1068176,28.6
1396170,204.4
1334406,188.8
1014026,119.7
1352373,452.1
1243030,521.7
1041420,207.6
1319327,45.0
1410028,79.0
1139636,30.9
1036193,663.1
1003367,928.9
1387633,266.8
1332886,216.0
1080327,134.0
1013373,568.1
1078845,715.1
1240791,149.0
1474319,297.4
1494561,81.1
1150748,20.3
1140411,56.3
1440680,84.8
1067429,109.0
1160511,134.8
1065243,72.4
1279830,28.0
1030666,62.3
1433611,517.6
1333707,306.4
1266311,271.2
1103146,22.4
1491817,95.3
1212716,135.0
1301661,97.9
1233889,73.6
1342250,52.8
1079171,31.5
1132769,150.2
1177184,87.9
1162498,46.6
1226350,30.8
1353682,19.5
1144693,138.1
1200921,364.0
1098073,106.8
1083024,340.3
1496726,352.4
1222568,151.7
1118152,59.5
1474455,53.4
1344569,210.5
1362812,525.3
1357918,205.2
1427314,361.8
1177846,214.1
1447665,147.7
1180242,557.7
1057980,191.8
1057989,390.8
1494214,56.2
1360415,243.7
1474051,169.8
1139545,45.7
1102908,47.8
1281533,55.5
1233530,205.6
1474190,147.7
1195458,210.8
1481613,28.0
1004249,90.2
1165001,110.5
1022162,43.8
1185155,34.8
1152177,252.8
1374738,79.3
1379639,214.1
1333423,26.1
1128407,41.0
1204473,28.5
1310544,327.2
1154591,385.6
1494201,145.0
1115748,693.8
1353589,580.1
1484676,205.5
1048616,31.5
1314508,13.0
1296975,29.6
1372115,100.9
1336189,400.2
1121324,193.5
1045996,127.1
1361706,89.0
1431483,78.0
1387232,382.8
1160893,95.6
1431384,195.1
1235837,36.9
1436037,110.1
1202680,69.5
1412587,55.0
1377286,240.8
1197461,147.7
1116597,55.3
1062507,31.3
1030306,227.0
1013660,301.6
1086030,193.9
1229602,20.0
1272184,17.4
1433035,61.8
1374038,142.5
1222840,115.8
1356273,16.7
1101932,51.0
1021010,77.9
1171411,50.8
1337490,130.0
1332396,26.9
1303811,63.8
1333733,20.0
1191789,224.1
1325792,214.8
1476106,134.5
1171225,642.9
1235681,402.3
1224499,342.4
1423465,22.4
1120552,79.7
1292401,52.4
1226546,171.6
1485369,280.6
1369288,534.8
1432305,235.4
1079777,91.9
1092628,124.5
1282588,298.4
1415191,230.8
1209550,306.9
1370271,102.9
1104842,27.9
1381859,61.5
1062232,46.1
1171522,39.1
1084587,34.6
1439204,37.0
1159953,186.2
1379917,270.2
1082924,217.6
1380277,51.4
1303074,20.0
1357053,205.2
1482844,281.2
1095958,48.0
1335161,13.0
1432554,40.9
1058867,26.5
1289214,143.8
1028000,82.5
1437271,49.7
1399943,38.7
1107949,88.2
1356581,80.9
1194491,20.8
1203992,63.5
1073984,13.2
1158974,155.8
1244952,232.6
1350959,341.3
1221985,658.3
1428233,301.5
1247118,281.6
1460736,23.7
1317327,45.4
1233024,47.5
1471569,187.6
1415077,331.1
1056913,472.1
1277505,74.9
1359182,68.9
1430948,318.4
1013760,233.4
1147147,373.7
1415890,51.4
1265084,72.5
1431945,60.4
1484655,109.3
1161020,35.5
1175530,218.7
1154338,115.4
1130574,148.3
1051940,29.4
1440445,14.2
1192440,150.0
1260322,299.4
1421768,160.4
1449682,17.1
1415276,33.7
1453255,59.0
1248669,116.0
1230958,213.9
1157877,40.9
1325572,127.4
1431659,148.4
1309583,116.1
1209010,39.5
1285811,55.3
1136992,69.5
1108246,159.9
1104829,163.2
1330971,120.1
1224992,512.5
1268353,360.2
1232469,167.8
1410483,27.0
1063825,71.0
1243528,32.6
1349678,326.7
1072684,568.2
1342993,347.4
1495669,101.0
1322377,89.6
1202457,106.3
1415501,635.6
1363882,257.6
1080956,656.2
1134020,67.2
1151908,81.1
1350192,105.7
1416559,104.6
1092576,53.1
1344385,55.4
1217656,73.3
1302415,57.8
1242600,299.6
1467152,469.7
1438001,344.0
1460611,31.7
1441014,27.7
1357398,197.4
1077114,223.3
1263663,147.1
1372445,77.7
1298212,83.2
1491344,70.6
1281588,148.2
1136004,78.2
1289149,228.5
1474421,34.6
1473813,22.7
1252840,129.1
1172252,93.5
1189064,170.9
1361099,60.2
1013719,88.9
1073519,48.2
1277293,220.5
1159227,224.8
1139762,453.1
1295739,103.2
1009685,167.6
1474772,70.2
1165673,26.2
1065468,37.0
1102053,75.6
1161784,538.6
1051139,727.0
1269039,115.8
1158737,81.3
1246489,166.4
1202461,62.0
1198164,577.4
1011440,160.1
1413230,119.4
1094332,49.4
1141137,30.4
1049606,34.7
1391442,146.4
1359351,405.4
1233267,215.6
1314748,14.5
1413495,87.0
1225930,82.6
1137875,103.2
1190701,20.4
1122832,42.6
1089220,15.0
1249809,334.6
1093731,521.0
1064557,196.4
1117909,424.3
1214618,283.8
1089335,117.0
1213475,26.0
1170902,54.6
1481946,403.3
1224868,62.6
1106482,114.2
1273502,28.8
1216168,89.0
1083594,296.0
1224295,175.6
1013278,263.4
1005855,18.3
1056709,59.8
1249671,48.9
1230380,286.8
1484433,177.0
1267040,79.3
1473223,35.9
1233669,251.3
1250796,146.4
1313401,176.2
1237110,17.0
1238242,34.5
